Name,"Sub Category","Plan","AUM","Average YTM","% Away from ATH","% Other Holdings","% Sovereign Debt Holding","% Largecap Holding","% Midcap Holding","% Poorly Rated Bonds","% Corporate Debt Holding","% B Rated Bonds","% Concentration - Top 10 Holdings"
Tata Retirement Sav Fund - Prog Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","2086.411758367","0","1.8","0","0","58.249374560236014","18.63494099095323","0","0","0","37.36618408329857"
Tata Infrastructure Fund,"Sectoral Fund - Infrastructure","Growth","2084.204611956","0","13.26","0","0","43.783671467053864","13.567041276942039","0","0","0","36.46200548835766"
Axis Strategic Bond Fund,"Medium Duration Fund","Growth","2075.630702","8.39","0.4","0","22.25554391732594","0","0","0","67.98903841613058","0","31.715345750089348"
Mirae Asset Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","2067.5148","6.72","2.37","0","9.9302650699284","50.204491885620364","9.26932179639053","0","16.29556896037696","0","30.395274558615"
Axis Business Cycles Fund,"Thematic Fund","Growth","2065.0517","0","4.42","0","0","51.66957456803626","21.3399960398086","0","0","0","29.319585170676362"
Bandhan Dynamic Bond Fund,"Dynamic Bond Fund","Growth","2061.4644","7.46","0.37","0","75.33630889126599","0","0","0","21.66661702080447","0","96.93915647948164"
Parag Parikh Arbitrage Fund,"Arbitrage Fund","Growth","2059.0186","6.34","0.07","0","0","57.19339438019724","6.7359311341748915","0","0","0","54.26386230042124"
Bandhan Focused Fund,"Focused Fund","Growth","2057.5334","0","4.33","0","0","44.5304013552746","13.541485850679098","0","0","0","53.85473096419728"
Bank of India Flexi Cap Fund,"Flexi Cap Fund","Growth","2033.6125","0","3.79","0","0","49.88273178707187","20.00955870905743","0","0","0","31.37597872372595"
SBI Nifty Next 50 Index Fund,"Index Fund","Growth","2028.5035999999998","0","10.09","0","0","81.08927684427081","15.622368133830282","0","0","0","31.4382828800501"
Quant Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","2024.4798999999998","0","0.61","0","8.612473751900424","63.27228045089508","9.07800072502572","0","0","0","66.95329007712056"
SBI Medium to Long Duration Fund,"Medium to Long Duration Fund","Growth","2024.1069","7.88","0.65","0","37.93892506369108","0","0","0","47.224813076819196","0","56.28027847738675"
Bandhan Large Cap Fund,"Large Cap Fund","Growth","2007.2695999999999","0","7.38","0","0","81.57410006262107","9.726257072514402","0","0","0","46.52190253173089"
Sundaram Flexi Cap Fund,"Flexi Cap Fund","Growth","2003.889645","0","8.82","0","0","63.4256772426401","11.870044824469119","0","0","0","43.7391476016281"
HDFC NIFTY Next 50 Index Fund,"Index Fund","Growth","1993.7098999999998","0","10.35","0","0","81.10096985450642","15.617173481098815","0","0","0","31.43831908830104"
Axis CRISIL IBX SDL May 2027 Index Fund,"Index Funds - Debt Oriented","Growth","1993.3715","6.29","0.05","0","96.67987415303396","0","0","0","0","0","80.7623128828511"
Union Small Cap Fund,"Small Cap Fund","Growth","1979.6271","0","3.28","0","0","8.102637107766405","21.599901314747605","0","0","0","33.87587995739198"
HDFC Pharma and Healthcare Fund,"Sectoral Fund - Pharma & Health Care","Growth","1976.8614000000002","0","0","0","0","23.00883762734257","44.66725325678662","0","0","0","58.0224028134089"
Mirae Asset Banking and Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","1975.3842000000002","0","9.66","0","0","63.004770058944686","15.51306446364507","0","0","0","66.43631176896976"
Axis Nifty 100 Index Fund,"Index Fund","Growth","1975.1694","0","8.68","0","0","95.97027353704448","3.4072353996573663","0","0","0","43.84847654079698"
ICICI Pru PSU Equity Fund,"Thematic Fund","Growth","1975.0302937201","0","4.31","0","0","60.38015233446363","21.866935478064384","0","0","0","57.97386012967504"
Sundaram Money Market Fund,"Money Market Fund","Growth","1955.82557655923","7.07","0.06","0","0","0","0","0","0","0","41.469423351979444"
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,"Index Funds - Debt Oriented","Growth","1946.1632","6.6","0.08","0","98.78697737168189","0","0","0","0","0","75.95643058095027"
Bandhan Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","1919.1082999999999","7.45","2.8","0","3.057498116052104","55.70056687997081","9.829283755259612","0","15.197104852499688","0","38.71859141497924"
ICICI Pru Active Momentum Fund,"Thematic Fund","Growth","1917.992598411","0","1.47","0","0","58.772614708414224","20.776894568318202","0","0","0","36.89503288940019"
Bajaj Finserv Small Cap Fund,"Small Cap Fund","Growth","1902.772201","0","3.57","0","0","0","16.68386157838546","0","0","0","29.338798307017502"
Canara Rob Consumption Fund,"Sectoral Fund - Consumption","Growth","1901.1632","0","12.88","0","0","61.427177845647314","20.88603966245505","0","0","0","43.8322706856518"
SBI CRISIL IBX Gilt Index - Apr 2029 Fund,"Index Funds - Debt Oriented","Growth","1896.7395000000001","6.5","0.51","0","96.3553297645776","0","0","0","0","0","100.00000000000001"
Tata Retirement Sav Fund - Mod Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","1887.732897672","0","0.44","0","8.823552097093707","49.48949825116949","16.16856960423674","0","3.3029389746905524","0","33.28247974570234"
Kotak Bond Fund,"Medium to Long Duration Fund","Growth","1882.0495999999998","7.55","0.62","0","59.02508626765204","0","0","0","16.21595945186567","0","54.458129052496815"
ICICI Pru Retirement Fund-Pure Equity Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","1868.8960842691001","0","2.79","0","0","50.18527824498086","23.542143605703448","0","0","0","29.847009937855994"
Aditya Birla SL Quant Fund,"Thematic Fund","Growth","1867.5317000000002","0","5.67","0","0","63.56448522776537","34.54709471788594","0","0","0","35.37375516733695"
Axis Global Equity Alpha FoF,"FoFs (Overseas)","Growth","1859.1912","0","0.12","0","0","0","0","0","0","0","99.99999999999997"
Bandhan Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","1852.6579000000002","7.57","0.28","0","98.316434794285","0","0","0","0","0","99.99999999999999"
LIC MF Banking & PSU Fund,"Banking & PSU Fund","Growth","1847.9448000000002","7.25","0.45","0","6.397544991603645","0","0","0","59.475737586966886","0","35.56671173294787"
Kotak Medium Term Fund,"Medium Duration Fund","Growth","1840.372","8.35","0.39","0","13.058397976061364","0","0","0","67.26801429276254","0","41.32860095676309"
SBI Income Plus Arbitrage Active FOF,"FoFs (Domestic) - Hybrid","Growth","1834.2806","0","0.09","0","0","0","0","0","0","0","100.00000000000003"
ICICI Pru BSE Sensex Index Fund,"Index Fund","Growth","1833.8263400359","0","12.09","0","0","99.9631840801301","0","0","0","0","64.33386707581613"
Mirae Asset Equity Savings Fund,"Equity Savings","Growth","1831.5672","6.25","1.44","0","8.675017026257562","46.313234660534356","12.836977200062243","0","15.387702155043318","0","26.590070010303055"
DSP Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","1828.3248999999998","0","4.71","0","0","50.80879224474818","21.127831273314712","0","0","0","54.76984424376651"
Bandhan Innovation Fund,"Thematic Fund","Growth","1799.9619","0","2.37","0","0","37.44180055487638","23.104180401584408","0","0","0","32.11316090347334"
Kotak MNC Fund,"Thematic Fund - MNC","Growth","1791.7764000000002","0","1.2","0","0","42.32282482193295","24.87624201123859","0","0","0","50.291111681666216"
360 ONE Flexicap Fund,"Flexi Cap Fund","Growth","1787.1290564024","0","5.82","0","0","58.26808644896511","13.09065461550757","0","0","0","36.515143911998315"
HSBC Large Cap Fund,"Large Cap Fund","Growth","1783.5979","0","9.29","0","0","88.01017314496725","8.320715111853408","0","0","0","52.89521814305791"
Bank of India Small Cap Fund,"Small Cap Fund","Growth","1770.4415","0","3.28","0","0","3.439590461037663","12.570879516597639","0","0","0","26.58056898855034"
Aditya Birla SL Income Fund,"Medium to Long Duration Fund","Growth","1761.4814000000001","7.63","0.95","0","62.469299988066865","0","0","0","29.877596209644917","0","54.29399935758619"
Quant Value Fund,"Value Fund","Growth","1756.4507","0","2.57","0","0","51.35072678100218","5.53743979264548","0","0","0","83.43425181247616"
Tata Focused Fund,"Focused Fund","Growth","1745.4056142568998","0","9.13","0","0","68.99121844022905","15.783156519597","0","0","0","49.65134710930554"
Bank of India Liquid Fund,"Liquid Fund","Growth","1734.9398999999999","6.11","0","0","0","0","0","0","0","0","43.830106161026094"
Aditya Birla SL Gold Fund,"FoFs - Gold","Growth","1731.6301","0","9.84","0","0","0","0","0","0","0","100.00000000000003"
HDFC NIFTY50 Equal Weight Index Fund,"Index Fund","Growth","1729.6992","0","4.32","0","0","98.33327667608323","1.9169344588932","0","0","0","22.18488046939025"
Invesco India Largecap Fund,"Large Cap Fund","Growth","1721.89","0","6.13","0","0","78.91976258646028","13.907287921992696","0","0","0","44.09952435986039"
Baroda BNP Paribas Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","1717.7235999999998","0","6.3","0","0","50.39536628593799","36.8883154426009","0","0","0","32.37988929068681"
ICICI Pru MNC Fund,"Thematic Fund - MNC","Growth","1714.7729138852","0","3.33","0","0","42.40215098526322","19.46061179867347","0","0","0","43.93540356857059"
DSP World Gold Mining Overseas Equity Omni FoF,"FoFs - Gold","Growth","1709.6787","0","19.72","0","0","0","0","0","0","0","100"
Union Midcap Fund,"Mid Cap Fund","Growth","1705.4107999999999","0","2.08","0","0","24.96705779041627","57.79053938206559","0","0","0","27.02343623014467"
UTI Multi Cap Fund,"Multi Cap Fund","Growth","1699.8756","0","5.81","0","0.498623273187676","36.86082982281118","26.52710821909637","0","0","0","28.736059760632692"
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund,"Index Funds - Debt Oriented","Growth","1694.2317","7.56","0.21","0","0","0","0","0","94.5342881378031","0","76.76332770777455"
PGIM India Global Equity Opp FoF,"FoFs (Overseas)","Growth","1693.7223000000001","0","1.88","0","0","0","0","0","0","0","100"
LIC MF Low Duration Fund,"Low Duration Fund","Growth","1692.2179999999998","7.06","0.09","0","1.5409893997109123","0","0","0","30.056157067233645","0","37.45399824372509"
HSBC Consumption Fund,"Sectoral Fund - Consumption","Growth","1691.5987","0","9.94","0","0","38.819673956949735","29.600312414522417","0","0","0","42.54539803086868"
Invesco India Low Duration Fund,"Low Duration Fund","Growth","1689.9397","7.16","0.11","0","1.6595325856893002","0","0","0","53.699714847813794","0","37.097524840679235"
Aditya Birla SL Business Cycle Fund,"Thematic Fund","Growth","1687.2820000000002","0","6.31","0","0","46.997869947050916","28.44704086216768","0","0","0","30.644972209743234"
Kotak Consumption Fund,"Sectoral Fund - Consumption","Growth","1686.7775","0","9.62","0","0","39.805967295627326","18.19073944251687","0","0","0","51.93792305149909"
Bandhan Nifty100 Low Volatility 30 Index Fund,"Index Fund","Growth","1683.8514000000002","0","8.98","0","0","93.75035758278051","6.184643168124531","0","0","0","37.871857546301854"
HSBC Focused Fund,"Focused Fund","Growth","1678.4677","0","2.39","0","0","53.39194194800412","26.41756525907527","0","0","0","49.8108304377856"
ICICI Pru FMCG Fund,"Sectoral Fund - Consumption","Growth","1676.2523707399","0","22.3","0","0","68.57093955921708","14.95757466933984","0","0","0","81.00755135103107"
Bajaj Finserv Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","1676.249401","6.8","6.73","0","0","43.26667111624673","6.955549247383348","0","4.11241394741292","0","45.95695947718866"
HDFC Transportation and Logistics Fund,"Thematic Fund","Growth","1674.3978","0","9.3","0","0","35.71874019423582","29.154553356436566","0","0","0","60.17912230892804"
Nippon India Gilt Fund-DMDO,"Gilt - Short & Mid Term Fund","Growth","1673.8976","7.27","1.61","0","83.77772187152674","0","0","0","0","0","78.42113384314317"
Nippon India Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","1673.8976","7.27","1.61","0","83.77772187152674","0","0","0","0","0","78.42113384314317"
Invesco India Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","1673.1314000000002","0","5.35","0","0","61.014574228897985","17.60899950834704","0","0","0","62.144557205728134"
Sundaram Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","1658.391739","7.06","4.73","0","12.521789928594796","55.28925943139004","10.688167315891882","0","8.314500469149852","0","37.72671224571076"
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,"Index Funds - Debt Oriented","Growth","1656.8298000000002","6.42","0.1","0","98.07936216502138","0","0","0","0","0","88.41396985978882"
TRUSTMF Small Cap Fund,"Small Cap Fund","Growth","1656.4601","0","1.64","0","0","7.74985766333883","24.66826698693195","0","0","0","24.15976696329722"
UTI Conservative Hybrid Fund,"Conservative Hybrid Fund","Growth","1652.1926","7.66","2.33","0","34.78580523844495","15.496825249066","4.854627723184332","0","30.192975080508162","0","33.14505826984095"
UTI Quant Fund,"Thematic Fund","Growth","1643.6742000000002","0","5.68","0","1.236814448994819","70.63830532839174","19.98608361681407","0","0","0","36.144370946505106"
SBI Constant Maturity 10 Year Gilt Fund,"Gilt - Long Term Fund","Growth","1643.3976","7.23","1.51","0","98.2228098665837","0","0","0","0","0","99.99999999999999"
Tata NIFTY 50 Index Fund,"Index Fund","Growth","1634.682307878","0","10.11","0","0","99.3548344025519","0.671922608268649","0","0","0","53.72891697470729"
LIC MF Multi Cap Fund,"Multi Cap Fund","Growth","1632.3596","0","2.85","0","0","41.0103724246704","25.38377625212117","0","0","0","26.953190690459294"
HDFC Developed World Overseas Equity Passive FOF,"FoFs (Overseas)","Growth","1623.1621","0","0","0","0","0","0","0","0","0","100.00000000000009"
Aditya Birla SL Conglomerate Fund,"Thematic Fund","Growth","1622.5086","0","5","0","0","64.28033108730519","15.984235769227977","0","0","0","49.55730280874936"
HDFC Retirement Savings Fund-Hybrid-Equity Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","1616.2244","6.86","8.27","0","9.755514147664146","46.096754881314745","7.716125310322004","0","7.101916045816409","0","40.09570700702206"
Sundaram Fin Serv Opp Fund,"Sectoral Fund - Banks & Financial Services","Growth","1612.718378","0","8.76","0","0","58.964734464260715","8.619407279978414","0","0","0","66.0590143101964"
Canara Rob Manufacturing Fund,"Thematic Fund","Growth","1608.6659","0","3","0","0","53.324838923980415","15.92467397984876","0","0","0","38.78554272829429"
Bandhan Income Plus Arbitrage Active FOF,"FoFs (Domestic) - Hybrid","Growth","1600.8057999999999","7.35","0.23","0","0","0","0","0","0","0","99.99999999999993"
Edelweiss Nifty Midcap150 Momentum 50 Index Fund,"Index Fund","Growth","1585.7122","0","8.92","0","0","32.746396224989624","66.56809476524178","0","0","0","42.61081550611769"
SBI Retirement Benefit Fund-Aggressive Hybrid Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","1581.777","4.29","4.74","0","4.825206081514648","46.93475123231655","16.70317623786412","0","0.324540058427958","0","43.27569562586888"
Sundaram Business Cycle Fund,"Thematic Fund","Growth","1576.415044","0","7.48","0","0","31.109448080542244","24.22953571014313","0","0","0","35.25104854448311"
Aditya Birla SL CRISIL-IBX Financial Services 9-12 Months Debt Index Fund,"Index Funds - Debt Oriented","Growth","1576.0983999999999","7.28","0.14","0","0","0","0","0","15.651795598548922","0","63.0780666993888"
SBI Long Duration Fund,"Long Duration Fund","Growth","1569.8996","7.72","2.44","0","97.28533595396799","0","0","0","0","0","99.99999999999997"
Quant Quantamental Fund,"Thematic Fund","Growth","1569.1317000000001","0","2.7","0","0","55.24610840504976","14.03827352414077","0","0","0","88.43944711587946"
Franklin India Technology Fund,"Sectoral Fund - Technology","Growth","1556.240837394","0","19.63","0","0","52.62267293862651","14.469527924274901","0","0","0","76.63389904096289"
SBI Nifty Smallcap 250 Index Fund,"Index Fund","Growth","1549.0042999999998","0","10.56","0","0","0","10.048106386793107","0","0","0","11.657979258030453"
Kotak Global Emerging Market Overseas Equity Omni FOF,"FoFs (Overseas)","Growth","1540.2767000000001","0","3.42","0","0","0","0","0","0","0","100.00000000000006"
PGIM India Small Cap Fund,"Small Cap Fund","Growth","1539.3352","0","1.77","0","0","6.195733067105857","26.714967604196907","0","0","0","26.65461687616836"
WOC Special Opp Fund,"Thematic Fund","Growth","1538.5810000000001","0","2.31","0","0","37.95052064207215","11.212994310991744","0","0","0","27.190573651955937"
iSIF Equity Ex-Top 100 Long-Short Fund,"Mid Cap Fund","Growth","1535.221174325","0","1.29","0","0","10.216814529604399","42.53000225111391","0","0","0","37.15201493692111"
