Name,Ticker,"Sub-Sector","Market Cap","Expense Ratio","Tracking Error","EBITDA","Net Income","Payout Ratio","Earnings Per Share","Taxes & Other Items","Dividend Per Share","PBIT","Interest & Other Items","Total Revenue","Depreciation & Amortization","PBT","Power & Fuel Cost","Raw Materials"
Concord Control Systems Ltd,CNCRD,"Electrical Components & Equipments","2699.68504",,,"62.51999999999998","42.389999999999986","0","41.75","14.33","0","58.83999999999998","2.12","213.73","3.68","56.719999999999985",,
Elcid Investments Ltd,ELCIDIN,"Investment Banking & Brokerage","2697.39",,,"207.15999999999997","153.00999999999996","0.0032677602771060722","7650.499999999998","53.050000000000004","25","206.05999999999997",,"213.33999999999997","1.1","206.05999999999997",,
Nippon IN ETF Nifty 8-13 yr G-Sec Long Term Gilt,LTGILTBEES,"Debt","2690.931617018","0.11","1.0572422239014105",,,,,,,,,,,,,
Parag Milk Foods Ltd,PARAGMILK,"FMCG - Foods","2665.373094006",,,"304.52","135.04999999999998","0","11.06","17.34","0","233.77999999999997","81.39","3870.96","70.74","152.39",,
Vardhman Special Steels Ltd,VSSL,"Iron & Steel","2660.30643017",,,"208.81999999999994","122.00999999999993","0.2661596958174905","13.15","42.029999999999994","3.5","175.94999999999993","11.91","1796.78","32.87","164.03999999999994",,
Automotive Axles Ltd,AUTOAXLES,"Auto Parts","2653.0576287599997",,,"257.25999999999976","164.37999999999977","0.2941987680426588","108.77","55.42","32","221.36999999999978","1.57","2209.91","35.89","219.79999999999978",,
Shankara Buildpro Ltd,BUILDPRO,"Building Products - Others","2652.8762644",,,"225.71999999999935","127.73999999999934","0.09475080538184574","52.77","46.019999999999996","5","215.99999999999935","42.24","6827.11","9.72","173.75999999999934",,
Jindal Worldwide Ltd,JINDWORLD,"Textiles","2651.88229",,,"197.45000000000041","75.88000000000042","0","0.7568307264497819","27.759999999999998","0","163.10000000000042","59.46","2290.78","34.35","103.64000000000041","125.84","1685.02"
Baazar Style Retail Ltd,STYLEBAAZA,"Retail - Speciality","2648.16985797",,,"308.25","46.870000000000005","0","6.28","14.419999999999998","0","138.12","76.83","1885.08","170.13","61.290000000000006",,
Prakash Industries Ltd,PRAKASH,"Iron & Steel","2642.710698123",,,"544.9899999999998","355.4499999999998","0.07557258643972434","19.848467158079597","0.5","1.5","402.2899999999998","46.34","4039.8199999999997","142.7","355.9499999999998","66.59","2852.13"
Unichem Laboratories Ltd,UNICHEMLAB,"Pharmaceuticals","2626.134475",,,"300.17999999999995","137.51999999999995","0","19.53249557031918","17.07","0","175.61999999999995","21.03","2146.29","124.56","154.58999999999995","108.16","1064.02"
Antelopus Selan Energy Ltd,ANTELOPUS,"Oil & Gas - Exploration & Production","2623.28771859",,,"167.48999999999998","89.60999999999999","0","25.49","29.83","0","120.16999999999999","0.73","287.77","47.32","119.43999999999998",,
AFCOM Holdings Ltd,AFCOM,"Airlines","2622.19254392",,,"72.60999999999999","48.419999999999995","0","22.584475593793993","16.79","0","68.53999999999999","3.33","242.54","4.07","65.21","0.06","0"
Apcotex Industries Ltd,APCOTEXIND,"Specialty Chemicals","2611.4306352",,,"195.62000000000012","101.4200000000001","0","19.56","33.43","0","146.06000000000012","11.21","1459.71","49.56","134.8500000000001",,
Sasken Technologies Ltd,SASKEN,"Software Services","2609.79504135",,,"118.82999999999993","53.92999999999993","0.7020499859590003","35.61","21.9","25","79.82999999999993","4","1151.87","39","75.82999999999993",,
Indo Tech Transformers Ltd,INDOTECH,"Heavy Electrical Equipments","2607.1038",,,"101.08000000000004","63.890000000000036","0","60.16007532956689","22.1","0","96.61000000000004","10.62","628.23","4.47","85.99000000000004","3.48","433.38"
JTL Industries Ltd,JTLIND,"Iron & Steel","2601.02114571",,,"167.11000000000013","98.48000000000013","0.047709923664122134","2.62","36.71000000000001","0.125","146.41000000000014","11.22","2149.09","20.7","135.19000000000014",,
Siyaram Silk Mills Ltd,SIYSIL,"Textiles","2600.8402946",,,"416.19000000000005","230.9000000000001","0.17685203379838868","50.89","72.26","9","337.37000000000006","34.21","2655.83","78.82","303.1600000000001",,
Jubilant Agri and Consumer Products Ltd,JUBLCPL,"Agro Products","2595.16747611",,,"148.70000000000002","87.76000000000002","0","58.24610852479187","29.6","0","132.60000000000002","15.24","1562.78","16.1","117.36000000000003","33.21","857.8"
Nippon India ETF Nifty 1D Rate Liquid BeES,LIQUIDBEES,"Debt","2580.8129916119997","0.71","0.003174901573277509",,,,,,,,,,,,,
Alpex Solar Ltd,ALPEXSOLAR,"Renewable Energy Equipment & Services","2579.459855",,,"129.08","83.47000000000001","0","34.10641757990308","28.84","0","120.58000000000001","8.27","783.01","8.5","112.31000000000002","0.57","605.23"
Kiri Industries Ltd,KIRIINDUS,"Specialty Chemicals","2563.38328",,,"434.1099999999999","264.7399999999999","0","49.27083252976345","-2.26","0","389.5799999999999","127.1","1228.07","44.53","262.4799999999999","95.87","519.14"
Panacea Biotec Ltd,PANACEABIO,"Biotechnology","2562.42495891",,,"30.730000000000018","-8.379999999999985","0","-1.3681466018389368","0.42000000000000004","0","-4.079999999999984","3.88","615.74","34.81","-7.959999999999984","38.93","221.67"
Thirumalai Chemicals Ltd,TIRUMALCHM,"Commodity Chemicals","2556.6832309919996",,,"69.39999999999999","-46.10000000000001","0","-4.500717185866538","5.25","0","8.29999999999999","49.15","2070.11","61.1","-40.85000000000001","89.27","1599.38"
GK Energy Ltd,GKENERGY,"Renewable Energy Equipment & Services","2556.308820664",,,"318.4399999999998","204.29999999999978","0","10.9","69.86","0","314.7099999999998","40.55","1724.57","3.73","274.1599999999998",,
Patel Engineering Ltd,PATELENG,"Construction & Engineering","2555.757629712",,,"687.7399999999998","260.73999999999984","0","2.92","26.89","0","584.0699999999998","296.44","5268.5","103.67","287.6299999999998",,
Pokarna Ltd,POKARNA,"Cement","2555.5047",,,"348.1400000000001","187.54000000000008","0.009919163911698834","60.48896916526902","78.38","0.6","303.9500000000001","38.03","951.52","44.19","265.9200000000001","22.42","304.13"
Globus Spirits Ltd,GLOBUSSPR,"Alcoholic Beverages","2552.09072616",,,"271.23","91.78999999999999","0.20599369085173502","31.7","29.43","6.53","179.49","58.27","2723.01","91.74","121.22",,
John Cockerill India Ltd,COCKERILL,"Industrial Machinery","2550.23228011",,,"16.77999999999986","-29.180000000000142","0","-59.09","14.24","0","5.699999999999859","20.64","1028.86","11.08","-14.940000000000142",,
Windsor Machines Ltd,WINDMACHIN,"Industrial Machinery","2550.07047393",,,"30.949999999999932","0.6499999999999311","0","0.08","4.17","0","9.91999999999993","5.1","574.31","21.03","4.819999999999931",,
Sundrop Brands Ltd,SUNDROP,"Packaged Foods & Meats","2524.18127688",,,"61.91000000000008","20.13000000000008","0","5.34","7.0600000000000005","0","29.02000000000008","1.83","1552.25","32.89","27.190000000000083",,
Hikal Ltd,HIKAL,"Pharmaceuticals","2523.84305175",,,"333.39999999999975","90.79999999999974","0.10863502202643203","7.364107679799169","33","0.8","198.99999999999974","75.2","1864.8","134.4","123.79999999999974","168.1","882.7"
Apeejay Surrendra Park Hotels Ltd,PARKHOTELS,"Hotels, Resorts & Cruise Lines","2513.5486178799997",,,"226.42","83.58999999999999","0.12764938748654145","3.916979233862104","64.52","0.5","164.64999999999998","16.54","653.35","61.77","148.10999999999999","43.51","0"
Xpro India Ltd,XPROINDIA,"Plastic Products","2513.4441721900002",,,"69.10999999999993","37.98999999999993","0.11670184785469882","17.13768922056938","14.18","2","58.09999999999993","5.93","554.1899999999999","11.01","52.16999999999993","25.87","386.49"
Federal-Mogul Goetze (India) Ltd,FMGOETZE,"Auto Parts","2508.73090235",,,"329.06000000000006","162.05000000000004","0","29.1288505401465","72.83000000000001","0","241.57000000000005","6.69","1856.8200000000002","87.49","234.88000000000005","111.96","661.73"
Bombay Dyeing and Mfg Co Ltd,BOMDYEING,"Textiles","2498.6592202",,,"78.00999999999999","26.91999999999999","0.3076923076923077","1.3","4.55","0.4","44.599999999999994","13.13","1595.32","33.41","31.46999999999999",,
City Pulse Multiventures Ltd,CPML,"Movies & TV Serials","2495.756963155",,,"1.8600000000000003","1.3400000000000003","0","1.2565602525798638","0.19","0","1.5300000000000002","0","2.81","0.33","1.5300000000000002","0.01","0.26"
Epack Durable Ltd,EPACK,"Home Electronics & Appliances","2494.24212384",,,"175.7199999999999","55.139999999999915","0","5.750746142103494","19.26","0","128.32999999999993","53.93","2191.92","47.39","74.39999999999992","17.61","1843.88"
M V K Agro Food Product Ltd,MVKAGRO,"Agro Products","2484.286841",,,"24.079999999999984","9.339999999999986","0","6.029696578437693","1.9300000000000002","0","20.859999999999985","9.59","155.79999999999998","3.22","11.269999999999985","1.19","98.08"
Yasho Industries Ltd,YASHO,"Specialty Chemicals","2482.43528955",,,"144.45999999999992","25.259999999999913","0.02386634844868735","20.95","8.709999999999999","0.5","89.68999999999991","55.72","831.31","54.77","33.969999999999914",,
Monarch Networth Capital Ltd,MONARCH,"Investment Banking & Brokerage","2470.3977537700002",,,"252.08999999999997","181.19999999999996","0","22.91","63.120000000000005","0","244.31999999999996",,"373.28","7.77","244.31999999999996",,
Ddev Plastiks Industries Ltd,DDEVPLSTIK,"Plastic Products","2468.849726376",,,"286.9700000000003","185.51000000000033","0.09761423211686683","17.927713634061526","65.14","1.75","271.94000000000034","21.29","2621.28","15.03","250.65000000000035","42.7","2141.18"
Repco Home Finance Ltd,REPCOHOME,"Consumer Finance","2460.22556065",,,"612.3399999999998","461.4799999999998","0.054226715783999326","73.76437872308468","122.22000000000001","4","583.6999999999998",,"1720.76","28.64","583.6999999999998",,
Rane (Madras) Ltd,RML,"Auto Parts","2448.788523885",,,"352.0899999999997","107.4799999999997","0.41141681666238106","38.89","38.28","16","205.0599999999997","59.3","3878.6","147.03","145.7599999999997",,
Satin Creditcare Network Ltd,SATIN,"Consumer Finance","2447.563386807",,,"462.34000000000015","332.1900000000001","0","30.2","99.86","0","432.0500000000001",,"3160.87","30.29","432.0500000000001",,
Veedol Corporation Ltd,VEEDOL,"Commodity Chemicals","2439.4422044",,,"233.68000000000006","168.75000000000006","0.5575679999999998","96.84917355371904","32.86","54","205.16000000000005","3.55","2016.3200000000002","28.52","201.61000000000004","6.15","1206"
Orissa Minerals Development Company Ltd,ORISSAMINE,"Mining - Diversified","2427.54",,,"-22.069999999999993","-40.21999999999999","0","-67.03333333333332","-8.18","0","-25.989999999999995","22.41","71.01","3.92","-48.39999999999999","1.08","0"
Uniparts India Ltd,UNIPARTS,"Industrial Machinery","2422.38346473",,,"166.82","88","0.7308591494318182","19.497600886679987","26.28","14.25","122.56","8.28","984.9200000000001","44.26","114.28","37.22","311.8"
Marsons Ltd,MARSONS,"Heavy Electrical Equipments","2418.1771",,,"28.54000000000002","28.02000000000002","0","1.795578340275554","0","0","28.17000000000002","0.15","171.77","0.37","28.02000000000002","1.2","139.35"
K.P. Energy Ltd,KPEL,"Renewable Energy","2408.101835625",,,"327.95000000000005","181.40000000000006","0","27.07","72.56","0","299.62000000000006","45.66","1505.54","28.33","253.96000000000006",,
Ajmera Realty & Infra India Ltd,AJMERA,"Real Estate","2401.6941126",,,"245.80000000000013","125.95000000000013","0.13370306570067475","6.731334059421332","41.13999999999999","0.9","242.7500000000001","75.66","753.0500000000001","3.05","167.09000000000012","0","0"
Mufin Green Finance Ltd,MUFIN,"Specialized Finance","2398.158799176",,,"29.25","19.610000000000003","0","1.20456267949581","6.329999999999999","0","25.94",,"182.39999999999998","3.31","25.94",,
Imagicaaworld Entertainment Ltd,IMAGICAA,"Theme Parks & Gaming","2395.8573665979998",,,"126.32999999999998","0.6399999999999881","0","0.01","7.92","0","28.309999999999988","19.75","384.19","98.02","8.559999999999988",,
Sirca Paints India Ltd,SIRCA,"Paints","2387.569312",,,"102.71000000000004","65.03000000000004","0.17196904557179707","11.63","22.05","2","91.97000000000004","4.89","496.35","10.74","87.08000000000004",,
Sangam (India) Ltd,SANGAMIND,"Textiles","2383.89272352",,,"322.1500000000001","82.60000000000008","0.121654501216545","16.44","30.24","2","226.79000000000008","113.95","3242.59","95.36","112.84000000000007",,
Ramco Industries Ltd,RAMCOIND,"Cement","2379.0245362",,,"194.70000000000005","180.91000000000003","0.04798466640871151","20.839990664568884","-39.13000000000001","1","158.74000000000004","16.96","1674.17","35.96","141.78000000000003","76.33","957.17"
Jash Engineering Ltd,JASH,"Construction & Engineering","2374.3537544",,,"137.74000000000004","87.71000000000004","0.14210141374985744","14.07445532892882","19.93","2","120.71000000000004","13.07","745.5600000000001","17.03","107.64000000000004","6.15","338.44"
Bhansali Engineering Polymers Ltd,BEPL,"Commodity Chemicals","2370.3768315",,,"256.03","180.15999999999997","0.5524861878453039","7.24","67.3","4","247.66999999999996","0.21","1315.8","8.36","247.45999999999995",,
Mrugesh Trading Ltd,MRUTR,"Diversified Financials","2368.91355",,,"0.40000000000000213","0.34000000000000213","0","2.508319042984821","0.06","0","0.40000000000000213",,"20.24","0","0.40000000000000213",,
TeamLease Services Ltd,TEAMLEASE,"Employment Services","2368.09224568",,,"220.88999999999942","139.68999999999943","0","83.3","10.58","0","164.55999999999943","14.29","11860.33","56.33","150.26999999999944",,
Utkarsh Small Finance Bank Ltd,UTKARSHBNK,"Diversified Financials","2363.207452352",,,"-1506.6100000000006","-1150.9700000000007","0","-8.37","-355.64","0","-1506.6100000000006",,"3809.75","0","-1506.6100000000006",,
Sagar Cements Ltd,SAGCEM,"Cement","2350.383128136",,,"313.53999999999996","-11.070000000000022","0","-0.06","-111.99000000000001","0","73.88999999999996","196.95","2671.57","239.65","-123.06000000000003",,
National Standard (India) Ltd,NATIONSTD,"Real Estate","2350",,,"13.280000000000001","9.66","0","4.83","3.62","0","13.280000000000001","0","39.96","0","13.280000000000001",,
Prabha Energy Ltd,PRABHA,"Mining - Diversified","2340.7946676349998",,,"-1.419999999999999","-1.439999999999999","0","-0.10220628191262866","-0.59","0","-1.879999999999999","0.15","4.390000000000001","0.46","-2.029999999999999","1.57","0"
Anantam Highways Trust,ANANTAM,"Roads","2339.43",,,"305.06","195.51000000000002","0","19.05","18.47","0","304.94","90.96","348.26","0.12","213.98000000000002",,
Prataap Snacks Ltd,DIAMONDYD,"Packaged Foods & Meats","2337.73222479",,,"88.63999999999987","9.709999999999866","0","4.07","5.460000000000001","0","21.709999999999866","6.54","1733.07","66.93","15.169999999999867",,
Morepen Laboratories Ltd,MOREPENLAB,"Pharmaceuticals","2329.899128148",,,"192.42999999999975","118.01999999999975","0.08974092586002391","2.22863758183146","37.089999999999996","0.2","163.44999999999976","8.34","1829.9399999999998","28.98","155.10999999999976","40.62","1206.43"
Camlin Fine Sciences Ltd,CAMLINFINE,"Specialty Chemicals","2328.3424411729998",,,"16.530000000000257","-139.04999999999973","0","-7.7391148159860865","-19","0","-47.30999999999975","110.74","1681.42","63.84","-158.04999999999973","105.19","903.79"
MSP Steel & Power Ltd,MSPL,"Iron & Steel","2327.26702437",,,"137.48999999999975","-28.360000000000255","0","-0.5956658931639143","30.92","0","83.73999999999975","81.18","2908.89","53.75","2.5599999999997465","35.93","2359.05"
Bharat Rasayan Ltd,BHARATRAS,"Fertilizers & Agro Chemicals","2319.80301904",,,"216.8999999999999","140.91999999999987","0.004423007380073804","84.78394173372205","44.09","0.375","189.90999999999988","4.9","1214.84","26.99","185.00999999999988","36.83","824.54"
Eveready Industries India Ltd,EVEREADY,"Batteries","2315.4526673",,,"216.06000000000017","171.5300000000002","0.1059322033898305","23.6","-4.679999999999993","2.5","185.83000000000018","18.98","1507.67","30.23","166.8500000000002",,
TCPL Packaging Ltd,TCPLPACK,"Packaging","2312.81569445",,,"307.4399999999997","143.02999999999972","0.19086904845137423","157.17582417582386","30.66","30","231.9499999999997","58.26","1784.59","75.49","173.6899999999997","32.41","1006.34"
Veranda Learning Solutions Ltd,VERANDA,"Education Services","2308.4559185400003",,,"83.78","-247.33","0","-34.448563981811084","-7.26","0","-122.06","132.53","518.27","205.84","-254.59","7.18","10.03"
TVS Infrastructure Trust,TVSINVIT,"Logistics","2307.24",,,"134.27999999999997","31.789999999999978","0.7348837209302326","2.15","-12.14","1.58","85.44999999999997","65.8","180.48","48.83","19.649999999999977",,
Nitco Ltd,NITCO,"Building Products - Ceramics","2306.06841474",,,"32.860000000000014","28.900000000000013","0","1.26","-0.22","0","38.990000000000016","10.31","553.88","-6.13","28.680000000000014",,
