Name,Ticker,"Sub-Sector","Market Cap","Expense Ratio","Tracking Error","EBITDA","Net Income","Payout Ratio","Earnings Per Share","Taxes & Other Items","Dividend Per Share","PBIT","Interest & Other Items","Total Revenue","Depreciation & Amortization","PBT","Power & Fuel Cost","Raw Materials"
Samsrita Labs Ltd,SAMSRITA,"Biotechnology","36.6270331",,,"-0.26","-0.29000000000000004","0","-0.19583074983053889","0.03","0","-0.26","0","0","0","-0.26","0","0"
Pankaj Polymers Ltd,PANKAJPO,"Packaging","36.58974",,,"2.47","2.2","0","3.96","0.1","0","2.47","0.17","4.61","0","2.3000000000000003",,
Homesfy Realty Ltd,HOMESFY,"Real Estate","36.45606",,,"2.950000000000003","1.3800000000000028","0","4.393924921195921","0.52","0","2.1000000000000028","0.2","60.06","0.85","1.9000000000000028","0.28","0"
Simbhaoli Sugars Ltd,SIMBHALS,"Sugar","36.40809564",,,"58.539999999999964","23.989999999999963","0","5.81","0","0","30.739999999999963","6.75","1002.14","27.8","23.989999999999963",,
DMR Engineering Ltd,DMR,"Business Support Services","36.3752585",,,"3.0199999999999996","1.3899999999999997","0","1.35","0.88","0","2.6499999999999995","0.38","12.86","0.37","2.2699999999999996",,
Bhanderi Infracon Ltd,BHANDERI,"Real Estate","36.3524",,,"2.2000000000000006","1.290000000000001","0","4.968035122852965","0.86","0","2.150000000000001","0","6.32","0.05","2.150000000000001","0","0"
Zodiac-JRD-MKJ Ltd,ZODJRDMKJ,"Precious Metals, Jewellery & Watches","36.318343125",,,"1.0200000000000018","0.43000000000000177","0","0.6371853900322668","0.18","0","0.9600000000000017","0.35","23.34","0.06","0.6100000000000018","0","18.43"
TeleCanor Global Ltd,TELECANOR,"IT Services & Consulting","36.312992627999996",,,"1.0300000000000005","0.7700000000000005","0","0.67597736230824","0.25","0","1.0200000000000005","0","3.99","0.01","1.0200000000000005","0","2.34"
Jagan Lamps Ltd,JAGANLAM,"Auto Parts","36.247394594999996",,,"6.130000000000001","2.840000000000001","0","3.8901002837718592","0.9199999999999999","0","4.740000000000001","0.98","50.39","1.39","3.760000000000001","0.82","38.26"
Prime Property Development Corp Ltd,PRIMEPRO,"Real Estate","36.2332558",,,"4.98","2.690000000000001","0","1.5850493899032947","2.14","0","4.880000000000001","0.05","10.66","0.1","4.830000000000001","0.07","0"
Cedaar Textile Ltd,CEDAAR,"Textiles","36.223146",,,"32.58999999999999","12.03999999999999","0","14.140915870946513","4.26","0","28.50999999999999","12.21","209.33999999999997","4.08","16.29999999999999","12.85","148.73"
SM Auto Stamping Ltd,SMAUTO,"Auto Parts","36.218003472",,,"5.819999999999995","3.129999999999995","0","2.286702525279383","0.7200000000000001","0","4.679999999999995","0.83","68.27","1.14","3.849999999999995","1.2","49.64"
Mapro Industries Ltd,MAPROIN,"Construction & Engineering","36.08915535",,,"0.3600000000000001","0.27000000000000013","0","0.32185272734425024","0.09","0","0.3600000000000001","0","0.93","0","0.3600000000000001","0","0"
AKG Exim Ltd,AKG,"Commodities Trading","35.939307456",,,"2.4100000000000046","0.8600000000000045","0","0.27063960572718865","0.21","0","2.2500000000000044","1.18","132.97","0.16","1.0700000000000045","0.05","124.15"
Shreevatsaa Finance and Leasing Ltd,SHVFL,"Diversified Financials","35.9358",,,"0.55","0.45000000000000007","0","0.4457652303120357","0.1","0","0.55",,"0.93","0","0.55",,
Cyber Media India Ltd,CYBERMEDIA,"Publishing","35.914763095999994",,,"6.109999999999999","3.9099999999999993","0","2.41","0.9500000000000001","0","5.85","0.99","104.59","0.26","4.859999999999999",,
Nagreeka Capital & Infrastructure Ltd,NAGREEKCAP,"Asset Management","35.8652979",,,"25.150000000000006","18.550000000000008","0","14.704366919534221","6.56","0","25.110000000000007",,"65.25","0.04","25.110000000000007",,
ANG Lifesciences India Ltd,ANG,"Pharmaceuticals","35.831939528",,,"0.11999999999998945","-12.400000000000013","0","-9.49588563951766","-3.29","0","-6.64000000000001","9.05","94.86999999999999","6.76","-15.690000000000012","3.74","63.9"
Kabsons Industries Ltd,KABSON,"Gas Distribution","35.79915",,,"3.230000000000005","2.0700000000000047","0","1.1853633396323684","0","0","2.130000000000005","0.06","41.39","1.1","2.0700000000000047","0.16","34.93"
Relicab Cable Manufacturing Ltd,RELICAB,"Cables","35.78557679",,,"5.01999999999999","1.7199999999999895","0","1.7038708180620503","0.66","0","4.77999999999999","2.4","40.629999999999995","0.24","2.3799999999999897","0.33","34.45"
Mirae Asset Nifty Metal ETF,METAL,"Equity","35.772460511","0.3","0.04762352359916264",,,,,,,,,,,,,
SBI Nifty 10 yr Benchmark G-Sec ETF,SETF10GILT,"Debt","35.706511727999995","0.14","1.0397802652483843",,,,,,,,,,,,,
Poona Dal and Oil Industries Ltd,POONADAL,"Agro Products","35.675",,,"2.5","1.4900000000000002","0","2.6","0.54","0","2.0300000000000002","0","142.49","0.47","2.0300000000000002",,
Walchand Peoplefirst Ltd,WALCHPF,"Education Services","35.6307303",,,"4.920000000000002","3.4700000000000015","0.08368200836820085","11.95","1.07","1","4.580000000000002","0.04","38.79","0.34","4.540000000000002",,
Healthy Life Agritec Ltd,HEALTHYLIFE,"Agro Products","35.630032",,,"4.909999999999993","3.2399999999999927","0","0.8704356811057633","1.1","0","4.749999999999993","0.41","171.87","0.16","4.339999999999993","0.03","167.97"
Diligent Media Corporation Ltd,DNAMEDIA,"Publishing","35.547821436",,,"14.880000000000003","13.620000000000001","0","1.1571004449331568","0.25","0","14.750000000000002","0.88","26.92","0.13","13.870000000000001","0","0"
Kaiser Corporation Ltd,KACL,"Packaging","35.5191885",,,"-0.3299999999999983","-1.0699999999999983","0","-0.20334083287264884","-1.32","0","-0.4899999999999983","1.9","21.740000000000002","0.16","-2.3899999999999983","0.43","4.3"
East West Freight Carriers Ltd,EASTWEST,"Investment Banking & Brokerage","35.46585",,,"12.210000000000008","1.3100000000000085","0","0.10268469527728853","1.04","0","10.450000000000008","8.1","286.61","1.76","2.3500000000000085","0","0"
Ecofinity Atomix Ltd,ARYAVAN,"Pharmaceuticals","35.4550868",,,"2.1199999999999983","1.5299999999999983","0","2.1973602952792635","0.47000000000000003","0","2.0399999999999983","0.04","36.32","0.08","1.9999999999999982","0","31.56"
GSS Infotech Ltd,GSS,"Software Services","35.406988596",,,"2.020000000000003","-1.369999999999997","0","-0.5237631133366402","0.32999999999999996","0","0.07000000000000317","1.11","125.88","1.95","-1.039999999999997","0.84","0"
DSP NIFTY 1D Rate Liquid ETF,LIQUIDETF,"Debt","35.3359","0.26","0.004762352359916263",,,,,,,,,,,,,
ICICI Prudential Nifty Auto ETF,AUTOIETF,"Equity","35.31080064","0.73","0.06032312989227267",,,,,,,,,,,,,
Informed Technologies India Ltd,INFORTEC,"Data Processing & Outsourced Services","35.2914315",,,"2.3600000000000003","1.3400000000000003","0","3.2141229521959183","0.5800000000000001","0","1.9800000000000004","0.06","5.67","0.38","1.9200000000000004","0.08","0"
Supha Pharmachem Ltd,SUPHA,"Pharmaceuticals","35.27960528",,,"12.060000000000073","2.1300000000000745","0","0.03687363432522915","2.25","0","12.020000000000074","7.64","416.05000000000007","0.04","4.3800000000000745","0.09","534.28"
Armour Security (India) Ltd,ARMOUR,"Business Support Services","35.2583",,,"5.939999999999991","3.9799999999999907","0","3.256955810147292","1.33","0","5.719999999999991","0.41","36.56999999999999","0.22","5.309999999999991","0.06","0"
Yamini Investments Company Ltd,YAMNINV,"Specialized Finance","35.2236688",,,"1.9699999999999918","1.4599999999999917","0","0.024740179764736362","0.51","0","1.9699999999999918",,"46.84","0","1.9699999999999918",,
Groww Nifty 1D Rate Liquid ETF,GROWWLIQID,"Debt","35.168099296","0.38","0.009524704719832525",,,,,,,,,,,,,
Faalcon Concepts Ltd,FAALCON,"Construction & Engineering","35.082432",,,"4.949999999999999","2.6599999999999993","0","4.54303242290508","1.14","0","4.449999999999999","0.65","28.759999999999998","0.5","3.7999999999999994","0.05","23.36"
Solvex Edibles Ltd,SOLVEX,"FMCG - Foods","35.011154669999996",,,"6.080000000000003","2.8400000000000034","0","4.611037101800827","1.25","0","5.740000000000003","1.65","74.72","0.34","4.090000000000003","0.54","61.09"
Pace E-Commerce Ventures Ltd,PACE,"Retail - Online","34.99454103",,,"7.780000000000001","3.780000000000001","0","1.67","1.22","0","6.990000000000001","1.99","102.18","0.79","5.000000000000001",,
Scan Projects Ltd,SCANPRO,"Industrial Machinery","34.939328",,,"0.8399999999999994","0.5699999999999994","0","1.445783132530119","0.2","0","0.7899999999999994","0.02","12.469999999999999","0.05","0.7699999999999994","0","6.43"
Nirav Commercials Ltd,NIRAVCOM,"Building Products - Others","34.9272",,,"0.4200000000000004","0.050000000000000364","0","1.275510204081642","-0.02","0","0.28000000000000036","0.25","10.56","0.14","0.03000000000000036","0.05","6.02"
Lex Nimble Solutions Ltd,LEX,"IT Services & Consulting","34.84404",,,"1.6399999999999988","1.1899999999999988","0.35210084033613476","2.840095465393792","0.44","1","1.6299999999999988","0","8.29","0.01","1.6299999999999988","0","0"
Phoenix Overseas Ltd,PHOGLOBAL,"Agro Products","34.8228324",,,"12.119999999999987","4.579999999999987","0.22344128384279544","2.6852692111370815","2.8","0.6","11.369999999999987","3.99","490.26","0.75","7.379999999999987","0.47","430.64"
Associated Ceramics Ltd,ASSOCER,"Building Products - Others","34.81152825",,,"7.099999999999997","2.159999999999997","0","5.447213724961093","1.15","0","3.689999999999997","0.38","43.309999999999995","3.41","3.309999999999997","3.21","21.74"
Mirae Asset Gold ETF,GOLDETF,"Gold","34.745464062","0.33","25.82306194625262",,,,,,,,,,,,,
Mittal Sections Ltd,MITTALSTL,"Building Products - Others","34.7025",,,"7.900000000000016","3.620000000000016","0","4.601207499205613","1.54","0","6.910000000000016","1.75","137.07000000000002","0.99","5.160000000000016","2.11","118.05"
Suryaamba Spinning Mills Ltd,SURYAAMBA,"Textiles","34.5969392",,,"13.620000000000013","1.180000000000014","0.24846983050847168","4.024633485496359","1.67","1","7.360000000000014","4.51","215.4","6.26","2.850000000000014","22.33","124.85"
Harshil Agrotech Ltd,HARSHILAGR,"Agro Products","34.53765",,,"11.130000000000011","10.400000000000011","0","0.18948439652293383","0.72","0","11.120000000000012","0","63.690000000000005","0.01","11.120000000000012","0","62.98"
Picturehouse Media Ltd,PICTUREHS,"Movies & TV Serials","34.485",,,"17.869999999999997","1.8299999999999979","0","0.35023923444976035","0.10999999999999999","0","17.849999999999998","15.91","19.8","0.02","1.9399999999999977","0.03","0"
Panjon Ltd,PANJON,"Pharmaceuticals","34.329052",,,"0.9599999999999977","0.4199999999999978","0","0.004847751387197596","0.13","0","0.7299999999999978","0.18","30.77","0.23","0.5499999999999978","0.08","25.87"
Centenial Surgical Suture Ltd,CSURGSU,"Health Care Equipment & Supplies","34.29402",,,"6.549999999999997","-1.4500000000000028","0","-2.0138329490847515","-0.15","0","2.299999999999997","3.9","53.64","4.25","-1.6000000000000028","1.18","16.56"
Dynamic Industries Ltd,DYNAMIND,"Specialty Chemicals","34.1766225",,,"5.590000000000001","1.580000000000001","0.19167721518987332","5.217104176985309","0.45999999999999996","1","3.5700000000000007","1.53","73.06","2.02","2.040000000000001","4.72","53.5"
Nippon India ETF BSE Sensex Next 50,SNXT50BEES,"Equity","34.161885392","0.32","0.24605487192900694",,,,,,,,,,,,,
ABC India Ltd,ABCINDQ,"Logistics","34.144813295999995",,,"6.640000000000001","2.4699999999999998","0.10966056680161944","4.559524125974298","0.6100000000000001","0.5","5.28","2.2","187.16","1.36","3.08","0.2","63.54"
Contil India Ltd,CONTILI,"Packaged Foods & Meats","34.131232",,,"3.4000000000000026","2.5600000000000027","0","2.75766976904516","0.79","0","3.3500000000000028","0","33.28","0.05","3.3500000000000028","0.01","27.8"
Eighty Jewellers Ltd,EIGHTY,"Precious Metals, Jewellery & Watches","34.116461144999995",,,"4.510000000000002","1.8400000000000012","0","1.8040558116040217","0.69","0","4.3900000000000015","1.86","109.73","0.12","2.530000000000001","0.09","121.28"
Vera Synthetic Ltd,VERA,"Textiles","34.0515",,,"3.7599999999999927","2.0299999999999927","0","4.11347517730495","0.71","0","2.7399999999999927","0","43.129999999999995","1.02","2.7399999999999927","2.09","28.17"
Salasar Exteriors and Contour Ltd,SECL,"Construction & Engineering","33.9729555",,,"1.0399999999999996","0.7399999999999995","0","0.7188070522742711","0.25","0","0.9899999999999995","0","4.06","0.05","0.9899999999999995","0","2.93"
ICICI Prudential Nifty Private Bank ETF,PVTBANIETF,"Equity","33.941462619999996","0.13","0.01904940943966505",,,,,,,,,,,,,
Anjani Synthetics Ltd,ANJANI,"Textiles","33.925",,,"9.809999999999988","3.319999999999988","0","2.2508474576271102","1.16","0","7.4199999999999875","2.94","224.67999999999998","2.39","4.479999999999988","29.16","147.17"
A G Universal Ltd,AGUL,"Iron & Steel","33.89112",,,"4.980000000000003","1.360000000000003","0","2.479941648431807","0.48000000000000004","0","3.530000000000003","1.69","62.13999999999999","1.45","1.840000000000003","0.03","62.91"
Bikewo Green Tech Ltd,BIKEWO,"Four Wheelers","33.84723375",,,"1.6199999999999983","0.6499999999999981","0","0.5855723970180835","0.22000000000000003","0","1.2699999999999982","0.4","23.63","0.35","0.8699999999999982","0.01","15.62"
ICICI Prudential Nifty Healthcare ETF,HEALTHIETF,"Equity","33.8309328","0.13","0.04286117123924637",,,,,,,,,,,,,
Sihora Industries Ltd,SIHORA,"Textiles","33.82899",,,"2.59","0.9699999999999998","0","2.16","0.33","0","1.6099999999999999","0.31","19.53","0.98","1.2999999999999998",,
Swati Projects Ltd,SWATIPRO,"Specialized Finance","33.7845",,,"0.39000000000000035","-0.12999999999999962","0","-0.15","0.44999999999999996","0","0.32000000000000034",,"1.42","0.07","0.32000000000000034",,
Prospect Consumer Products Ltd,PCL,"Agro Products","33.7391145",,,"4.2499999999999964","2.1399999999999966","0","5.086760161635361","0.65","0","3.2699999999999965","0.48","31.119999999999997","0.98","2.7899999999999965","0","24.71"
Amit Securities Ltd,AMITSEC,"Commodities Trading","33.725",,,"0.25","0.73","0","1.028169014084507","-0.48000000000000004","0","0.25","0","2.56","0","0.25","0","2.2"
Morarjee Textiles Ltd,MORARJEE,"Textiles","33.706103639999995",,,"-28.72","-201.28","0","-55.4","0.72","0","-50.09","150.47","42.28","21.37","-200.56",,
G D L Leasing and Finance Ltd,GDLLEAS,"Diversified Financials","33.6829023",,,"0.5299999999999999","0.3799999999999999","0","0.9476072915887382","0.15","0","0.5299999999999999",,"1.18","0","0.5299999999999999",,
Medi-Caps Ltd,MEDICAPQ,"Pharmaceuticals","33.681351156",,,"0.9300000000000073","-0.5699999999999927","0","-0.457098645736996","-0.27","0","-0.7899999999999927","0.05","28.21","1.72","-0.8399999999999928","1.74","9.19"
Axis NIFTY India Consumption ETF,AXISCETF,"Equity","33.642070605","0.42","0.03333646651941384",,,,,,,,,,,,,
Sharma East India Hospitals and Medical Research Ltd,SHARMEH,"Hospitals & Diagnostic Centres","33.5998416",,,"3.960000000000001","1.230000000000001","0","2.9585265094799156","0.16999999999999998","0","2.120000000000001","0.72","30.18","1.84","1.400000000000001","0.78","6.78"
Chennai Ferrous Industries Ltd,CHENFERRO,"Iron & Steel","33.568792317",,,"6.75","4.010000000000001","0","11.124954882898061","1.62","0","5.65","0.02","224.58","1.1","5.630000000000001","0.02","226.9"
GKB Ophthalmics Ltd,GKB,"Health Care Equipment & Supplies","33.5450599",,,"-1.269999999999989","-7.049999999999989","0","-13.986485682203217","0.32000000000000006","0","-4.359999999999989","2.37","110.5","3.09","-6.729999999999989","2.18","82.91"
Sumedha Fiscal Services Ltd,SUMEDHA,"Investment Banking & Brokerage","33.526596376",,,"10.079999999999984","7.289999999999985","0.10952570644718815","9.130276648634874","1.93","1","9.219999999999985",,"106.2","0.86","9.219999999999985",,
BC Power Controls Ltd,BCP,"Cables","33.4342",,,"1.6500000000000015","0.7800000000000016","0","0.11174785100286555","0.27","0","1.6500000000000015","0.6","97.66","0","1.0500000000000016","0","94.39"
Gujarat Petrosynthese Ltd,GUJPETR,"Specialty Chemicals","33.433298766",,,"3.2699999999999996","2.34","0","3.95","0.55","0","2.9099999999999997","0.02","25.71","0.36","2.8899999999999997",,
Welcure Drugs and Pharmaceuticals Ltd,WELCURE,"Pharmaceuticals","33.3703854",,,"2.8700000000000045","2.160000000000005","0","0.03118121939602592","0.61","0","2.8600000000000048","0.09","26.460000000000008","0.01","2.770000000000005","0","164.03"
Quicktouch Technologies Ltd,QUICKTOUCH,"Software Services","33.3215896",,,"14.519999999999985","5.689999999999985","0","6.467380419954614","1.81","0","9.039999999999985","1.54","95.86","5.48","7.499999999999985","0.15","70.37"
Haryana Leather Chemicals Ltd,HARLETH,"Specialty Chemicals","33.2303419",,,"4.320000000000004","2.300000000000004","0.2134117391304344","4.685777849309467","1.04","1","3.420000000000004","0.08","50.730000000000004","0.9","3.340000000000004","1.43","34.36"
Logiciel Solutions Ltd,LOGICIEL,"Software Services","33.2246871",,,"8.479999999999999","5.469999999999999","0","10.154545876456117","2.09","0","7.629999999999999","0.07","21.2","0.85","7.559999999999999","0.09","0"
Yaan Enterprises Ltd,YAANENT,"Tour & Travel Services","33.1855",,,"1.5199999999999996","0.7799999999999996","0","2.52","0.3","0","1.4299999999999995","0.35","24.57","0.09","1.0799999999999996",,
Ganga Forging Ltd,GANGAFORGE,"Iron & Steel","33.16134858",,,"2.889999999999996","0.6099999999999961","0","0.045356623141409834","0.25","0","1.819999999999996","0.96","43.86","1.07","0.8599999999999961","3.77","33.02"
Poddar Housing & Development Ltd,PODDARHOUS,"Real Estate","33.085908861",,,"19.03000000000001","-44.36999999999999","0","-65.33533467277886","-14.27","0","18.680000000000007","77.32","58.480000000000004","0.35","-58.639999999999986","0.41","0"
Twentyfirst Century Management Services Ltd,21STCENMGM,"Investment Banking & Brokerage","33.0645",,,"19.539999999999992","12.339999999999991","0","11.752380952380943","7.17","0","19.50999999999999",,"112.95","0.03","19.50999999999999",,
Alfa Ica (India) Ltd,ALFAICA,"Home Furnishing","33.0472",,,"6","1.8900000000000001","0","4.72","0.65","0","4.54","2","88.59","1.46","2.54",,
Axis Silver ETF,AXISILVER,"Silver","32.970578788","0.42","50.593644020963744",,,,,,,,,,,,,
Parmeshwari Silk Mills Ltd,PARMSILK,"Textiles","32.9370725",,,"25.410000000000004","8.64","0","28.78944387058079","2.87","0","21.060000000000002","9.55","233.76000000000002","4.35","11.510000000000002","12.29","91.62"
Mirae Asset Nifty PSU Bank ETF,BANKPSU,"Equity","32.922867908","0.17","0.08730979326513148",,,,,,,,,,,,,
Rajnish Retail Ltd,RRETAIL,"Precious Metals, Jewellery & Watches","32.9175",,,"0.730000000000004","0.45000000000000395","0","0.03","0.15","0","0.610000000000004","0.01","95.98","0.12","0.600000000000004",,
Mcon Rasayan India Ltd,MCON,"Building Products - Others","32.89921518",,,"6.549999999999991","2.2899999999999903","0","3.3595347704513365","0.41","0","4.69999999999999","2","51.44","1.85","2.6999999999999904","0.31","23.92"
Parshwanath Corp Ltd,PARSHWANA,"Real Estate","32.8842885",,,"0.6700000000000002","0.5600000000000002","0","1.7880879496602158","0.11","0","0.6700000000000002",,"1.58","0","0.6700000000000002",,
Motilal Oswal Nifty 500 ETF,MONIFTY500,"Equity","32.8757","0.23","0.026986663372858825",,,,,,,,,,,,,
Ambo Agritec Ltd,AMBOAGRI,"Agro Products","32.86635268",,,"4.049999999999994","1.2299999999999935","0","1.0203099751475664","0.99","0","3.9399999999999937","1.72","121.72","0.11","2.2199999999999935","0.45","111.18"
Libas Consumer Products Ltd,LIBAS,"Apparel & Accessories","32.82534668",,,"4.510000000000005","2.6600000000000055","0","1.0096953528961197","0.29","0","4.370000000000005","1.42","92.2","0.14","2.9500000000000055","0.05","74.62"
Pearl Green Clubs and Resorts Ltd,PGCRL,"Agro Products","32.821246",,,"1.0499999999999998","0.8099999999999998","0","3.01","0.23","0","1.0399999999999998","0","6.67","0.01","1.0399999999999998",,
Gita Renewable Energy Ltd,GITARENEW,"Renewable Energy","32.81612208",,,"-0.39000000000000007","-0.4000000000000001","0","-0.9726926271844247","0","0","-0.39000000000000007","0.01","0.16999999999999998","0","-0.4000000000000001","0",
Mohit Industries Ltd,MOHITIND,"Textiles","32.774786125",,,"1.390000000000024","-2.4299999999999757","0","-1.7163956397899893","-0.85","0","0.18000000000002414","3.46","114.24000000000001","1.21","-3.279999999999976","9.83","87.99"
Sparkle Gold Rock Ltd,SPARKLEGR,"Mining - Diversified","32.735642",,,"-0.17999999999999972","-0.2399999999999997","0","-0.5359296145772848","0.06","0","-0.17999999999999972","0","9.07","0","-0.17999999999999972","0","8.72"
Kanco Tea & Industries Ltd,KANCOTEA,"Agro Products","32.606793855",,,"-1.7599999999999971","-8.329999999999998","0","-16.260553011062054","0.45999999999999996","0","-4.389999999999997","3.48","68.26","2.63","-7.869999999999997","7.06","7.16"
Walpar Nutritions Ltd,WALPAR,"Packaged Foods & Meats","32.5848268",,,"5.99","2.33","0","2.481246885129983","1.55","0","4.17","0.29","72.03","1.82","3.88","0.66","56.89"
Tyroon Tea Co Ltd,TYROON,"Agro Products","32.490055",,,"5.149999999999997","3.289999999999997","0","9.052139221350934","0.42000000000000004","0","4.149999999999997","0.44","43.56999999999999","1","3.709999999999997","3.94","2.38"
Madhav Marbles and Granites Ltd,MADHAV,"Building Products - Granite","32.486557",,,"2.889999999999997","-0.6700000000000029","0","-0.7488543645914864","-0.4600000000000001","0","0.32999999999999696","1.46","34.03","2.56","-1.130000000000003","2.33","13.2"
Sunil Industries Ltd,SUNILTX,"Textiles","32.4114",,,"13.46","3.9000000000000004","0","9.285714285714286","0.9299999999999999","0","10.82","5.99","172.19","2.64","4.83","9.88","95.57"
DSJ Keep Learning Ltd,KEEPLEARN,"Publishing","32.388113264",,,"0.9300000000000015","0.3300000000000014","0","0.02243437336886994","0.16","0","0.6300000000000014","0.14","10.21","0.3","0.49000000000000143","0.01","0"
Marc Loire Fashions Ltd,MARCLOIRE,"Footwear","32.305",,,"6.699999999999999","4.720000000000001","0","9.440000000000001","1.65","0","6.68","0.31","42.47","0.02","6.37","0.03","21.67"
Unilex Colours and Chemicals Ltd,UNILEX,"Commodity Chemicals","32.27229",,,"10.660000000000007","6.400000000000007","0","5.415926208005422","2.2199999999999998","0","10.010000000000007","1.39","157.81","0.65","8.620000000000006","2.93","126.77"
Abram Food Ltd,ABRFL,"FMCG - Foods","32.2125",,,"5.170000000000007","3.2700000000000076","0","9.087877271969338","1.05","0","4.880000000000007","0.56","64.09","0.29","4.320000000000007","0.12","56.72"
Virtual Global Education Ltd,VIRTUALG,"Education Services","32.002408181999996",,,"-0.31999999999999984","-0.37999999999999984","0","-0.00896937834876756","0.01","0","-0.36999999999999983","0","1.06","0.05","-0.36999999999999983","0.01","0"
Gini Silk Mills Ltd,GINISILK,"Textiles","32.0008572",,,"4.120000000000001","1.8100000000000012","0","3.2364195544111882","0.32","0","2.6900000000000013","0.56","43.13","1.43","2.1300000000000012","3.43","11.07"
NACDAC Infrastructure Ltd,NACDAC,"Construction & Engineering","31.943787760000003",,,"6.7499999999999964","4.139999999999996","0","4.551892564780354","1.32","0","6.469999999999996","1.01","48.69","0.28","5.459999999999996","0.11","39.36"
Pearl Polymers Ltd,PEARLPOLY,"Plastic Products","31.902196139999997",,,"-4.730000000000002","-5.130000000000002","0","-3.047235355628405","-0.15","0","-5.220000000000002","0.06","25.169999999999998","0.49","-5.280000000000002","0.22","11.18"
Sri Ramakrishna Mills (Coimbatore) Ltd,SRMCL,"Textiles","31.8901184",,,"10.439999999999984","3.6399999999999832","0","5.113569714180931","1.1099999999999999","0","8.039999999999983","3.29","87.67999999999999","2.4","4.749999999999983","8.6","59.42"
Ashirwad Steels And Industries Ltd,ASHSI,"Specialized Finance","31.8625",,,"3.1799999999999997","2.3","0","1.8399999999999999","0.8","0","3.0999999999999996",,"4.3","0.08","3.0999999999999996",,
Deep Diamond India Ltd,DEEPAI,"Precious Metals, Jewellery & Watches","31.85715",,,"1.2099999999999997","0.8699999999999997","0","0.16719275532651848","0.24","0","1.1999999999999997","0.09","2.02","0.01","1.1099999999999997","0","0"
India Cements Capital Ltd,INDCEMCAP,"Tour & Travel Services","31.8429954",,,"0.7999999999999998","0.5499999999999998","0","0.2533838258193511","0.19","0","0.7399999999999998",,"6.079999999999999","0.06","0.7399999999999998",,
Abhishek Finlease Ltd,ABHIFIN,"Consumer Finance","31.827699",,,"0.14","0.09000000000000001","0","0.20278011538188567","0.03","0","0.12000000000000001",,"0.8","0.02","0.12000000000000001",,
Sinnar Bidi Udyog Ltd,SINNAR,"FMCG - Tobacco","31.8",,,"-0.1299999999999995","-0.1299999999999995","0","-3.2499999999999876","-0.02","0","-0.1499999999999995","0","4.800000000000001","0.02","-0.1499999999999995","0.03","3.24"
Trans India House Impex Ltd,TIHIL,"Commodities Trading","31.760244",,,"4.3700000000000045","1.0100000000000044","0","0.279173203382841","0.41","0","4.250000000000004","2.83","45.38","0.12","1.4200000000000044","0.02","34"
Nippon India ETF Nifty Infrastructure BeES,INFRABEES,"Equity","31.745450268","0.51","0.04921097438580139",,,,,,,,,,,,,
Spectrum Foods Ltd,SPECFOOD,"Packaged Foods & Meats","31.73268637",,,"1.0799999999999952","0.12999999999999517","0","0.08937679759083822","-0.010000000000000009","0","0.17999999999999516","0.06","22.569999999999997","0.9","0.11999999999999517","0.14","19.51"
Arnold Holdings Ltd,ARNOLD,"Diversified Financials","31.71585",,,"7.520000000000039","5.3200000000000385","0","2.2376445846477555","0.8400000000000001","0","6.160000000000038",,"202","1.36","6.160000000000038",,
Advance Metering Technology Ltd,AMTL,"Electrical Components & Equipments","31.697437883999996",,,"-3.2599999999999985","-9.299999999999999","0","-5.79169839126547","0","0","-8.12","1.18","18.09","4.86","-9.299999999999999","0.67","5.43"
VERTEX Securities Ltd,VERTEX,"Investment Banking & Brokerage","31.678945189",,,"-2.1000000000000005","-2.3600000000000003","0","-0.31","0","0","-2.3600000000000003",,"7.88","0.26","-2.3600000000000003",,
Ravalgaon Sugar Farm Ltd,RAVALSUGAR,"Agro Products","31.6268",,,"-1.5500000000000003","-2.0200000000000005","0","-59.41176470588236","0","0","-1.8100000000000003","0.21","2.42","0.26","-2.0200000000000005","0.3","0.32"
Franklin Industries Ltd,FRANKLININD,"Investment Banking & Brokerage","31.6192",,,"-18.549999999999997","-18.63","0","-0.24","0.05","0","-18.58","0","25.32","0.03","-18.58",,
Medicamen Organics Ltd,MEDIORG,"Pharmaceuticals","31.59",,,"6.719999999999997","4.059999999999997","0","3.9999999999999973","1.38","0","5.979999999999997","0.54","38.29","0.74","5.439999999999997","0.91","12.78"
Pecos Hotels and Pubs Ltd,PECOS,"Restaurants & Cafes","31.437",,,"2.2","1.4300000000000002","0.3205987762237762","10.91707223971753","0.49","3.5","1.9900000000000002","0.07","10.83","0.21","1.9200000000000002","0.2","3.63"
Classic Filaments Ltd,CFL,"Textiles","31.3614855",,,"-0.11","-0.11","0","-0.17993407869662298","0","0","-0.11","0","0","0","-0.11","0","0"
Arshiya Ltd,ARSHIYA,"Logistics","31.353633885",,,"-1069.14","-1094.46","0","-41.54","0","0","-1075.9","18.56","23.33","6.76","-1094.46",,
Deccan Health Care Ltd,DECCAN,"FMCG - Personal Products","31.343336394",,,"3.160000000000009","1.170000000000009","0","0.5342259259248308","0.47","0","1.710000000000009","0.07","75.07000000000001","1.45","1.640000000000009","0.47","40.89"
E L Forge Ltd,ELFORGE,"Iron & Steel","31.340076768",,,"4.75","2.42","0","1.2","0","0","2.92","0.5","80.94","1.83","2.42",,
Aditya BSL Nifty IT ETF,TECH,"Equity","31.322935383999997","0.16","0.4365489663256575",,,,,,,,,,,,,
