Name,Ticker,"Sub-Sector","Market Cap","Lot Size","Fair Value","Future Close Price","1D Change in Future OI","Rollover Cost","Highest Put OI Strike","1D Change in Future Volume","Basis","Put Call Ratio","Cash & Carry Profit","1W Change in Put OI","Future Open Interest","Highest 1D OI Change CE Strike","Highest 1D OI Change PE Strike","Highest 1W OI Change CE Strike","1W Change in Future Volume","1W Change in Future OI","Fair Value Spread","Future Volume","Highest 1W OI Change PE Strike","Highest Call OI Strike","1 D Change in Call OI","1D Change in Put OI","Call Open Interest","1W Change in Call OI","Percentage Rollover","Calendar Spread","Put Open Interest"
Bayer Cropscience Ltd,BAYERCROP,"Fertilizers & Agro Chemicals","19394.7598026",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Age Management Services Ltd,CAMS,"Diversified Financials","19352.71022392",,,,,,"730",,,"0.7783075089392133",,"-8.30491474423269",,"750","890","780",,,,,"850","880","-0.0139355271994626","-0.8244738555001","4404750","-3.8788870703764298",,,"3428250"
Syrma SGS Technology Ltd,SYRMA,"Electronic Equipments","19339.5476908",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD Power Systems Ltd,TDPOWERSYS,"Heavy Electrical Equipments","19234.8443016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granules India Ltd,GRANULES,"Pharmaceuticals","18799.113411665",,"0",,,,,,"-758.65",,,,,,,,,,"0",,,,,,,,,,
Syngene International Ltd,SYNGENE,"Labs & Life Sciences Services","18757.650820155",,"0",,,,,,"-466.05",,,,,,,,,,"0",,,,,,,,,,
Emami Ltd,EMAMILTD,"FMCG - Personal Products","18717.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crompton Greaves Consumer Electricals Ltd,CROMPTON,"Home Electronics & Appliances","18712.1662675","1800","289.7148388015038","290.75","-7.14124875349824","0.5674978503869199","290",,"0.1499999999999772","0.597776166304085","269.9999999999591","-8.83509461784222","51960600","290","270","290","-0.637441375716519","-3.2542395602922403","1.035161198496212","5013000","280","310","-0.080938981042654","-2.81634791721246","22339800","4.44332239333502",,"1.6499999999999773","13354200"
Belrise Industries Ltd,BELRISE,"Auto Parts","18685.683273616",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Chemicals Ltd,TATACHEM,"Diversified Chemicals","18595.93451261",,"0",,,,,,"-729.95",,,,,,,,,,"0",,,,,,,,,,
City Union Bank Ltd,CUB,"Private Banks","18580.97615214",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmvee Photovoltaic Power Ltd,EMMVEE,"Renewable Energy Equipment & Services","18039.049834815",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castrol India Ltd,CASTROLIND,"Commodity Chemicals","18033.679305088",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capri Global Capital Ltd,CGCL,"Consumer Finance","17889.25495",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgi Equipments Ltd,ELGIEQUIP,"Industrial Machinery","17819.02454395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratnamani Metals and Tubes Ltd,RATNAMANI,"Building Products - Pipes","17801.96616",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,"Fertilizers & Agro Chemicals","17796.97503274",,"-9.666842778913596",,,,,,"-444.2",,,,,,,,,,"9.666842778913596",,,,,,,,,,
Nava Limited,NAVA,"Iron & Steel","17754.08504986",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vardhman Textiles Ltd,VTL,"Textiles","17638.957755",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anant Raj Ltd,ANANTRAJ,"Real Estate","17587.1855691",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIE Automotive India Ltd,CIEINDIA,"Auto Parts","17560.68443133",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundram Fasteners Ltd,SUNDRMFAST,"Auto Parts","17536.26311835",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redington Ltd,REDINGTON,"Technology Hardware","17525.819194157997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","17521.720101270002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Company Ltd,URBANCO,"Online Services","17471.596025247",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansai Nerolac Paints Ltd,KANSAINER,"Paints","17354.615196853",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avanti Feeds Ltd,AVANTIFEED,"Packaged Foods & Meats","17269.1336025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Labs Ltd,PINELABS,"Software Services","17140.321479479",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firstsource Solutions Ltd,FSL,"Outsourced services","17085.271501584",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACME Solar Holdings Ltd,ACMESOLAR,"Renewable Energy","17050.77876281",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCM Shriram Ltd,DCMSHRIRAM,"Diversified Chemicals","17004.60712534",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bikaji Foods International Ltd,BIKAJI,"FMCG - Foods","16969.839552",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","16957.35346175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharat Coking Coal Ltd,BHARATCOAL,"Mining - Coal","16816.427",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarti Industries Ltd,AARTIIND,"Specialty Chemicals","16800.815740485",,"-0.952141456311302",,,,,,"-463.35",,,,,,,,,,"0.952141456311302",,,,,,,,,,
Kajaria Ceramics Ltd,KAJARIACER,"Building Products - Ceramics","16782.5211973",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Box Ltd,BBOX,"Software Services","16758.214500825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab & Sind Bank,PSB,"Public Banks","16703.007607879998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,"Fertilizers & Agro Chemicals","16635.6205785",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigade Enterprises Ltd,BRIGADE,"Real Estate","16628.165835375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFCI Ltd,IFCI,"Specialized Finance","16545.784306670997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inox Wind Ltd,INOXWIND,"Heavy Electrical Equipments","16464.921730194","3575",,"95.45","-6.73530478955006","0.54478784704033","95",,"0.1800000000000068","0.5276519800147269","643.5000000000243","22.23826339041332","73512725","95","91","93","-0.3092447916666666","-9.37816755541844","95.45","7586150","105","110","0.0159559225669458","-0.11261757905282001","30047125","2.50006396206623",,"0.519999999999996","15854425"
Vertis Infrastructure Trust,VERTIS,"Roads","16458.8255782",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sammaan Capital Ltd,SAMMAANCAP,"Home Financing","16432.57762624",,,,,,"140",,,"0.6784353940814533",,"51.142297650130544",,"130","120","170",,,,,"130","150","0.106320907617504","29.502237136465308","29351800","18.98204636569636",,,"19913300"
Central Mine Planning & Design Institute Ltd,CMPDI,"Mining - Diversified","16321.326",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","16307.3277036",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Securities Depository Ltd,NSDL,"Stock Exchanges & Ratings","16281",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubicon Research Ltd,RUBICON,"Pharmaceuticals","16278.908887020001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Cement Ltd,JSWCEMENT,"Cement","16217.111798891001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallantt Ispat Ltd,GALLANTT,"Iron & Steel","16162.204100825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndiGrid Infrastructure Trust,INDIGRID,"Power Transmission & Distribution","16096.438621661999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohance Lifesciences Ltd,COHANCE,"Pharmaceuticals","16073.5583871",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Pharmova Ltd,JUBLPHARMA,"Pharmaceuticals","16063.62657856",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fractal Analytics Ltd,FRACTAL,"IT Services & Consulting","16055.522681879998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finolex Cables Ltd,FINCABLES,"Cables","15901.10369965",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASF India Ltd,BASF,"Diversified Chemicals","15684.3045313",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel India Ltd,GABRIEL,"Auto Parts","15644.2615054",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam Rasayan India Ltd,ANURAS,"Specialty Chemicals","15614.2957165",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ola Electric Mobility Ltd,OLAELEC,"Two Wheelers","15527.2740084",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sansera Engineering Ltd,SANSERA,"Auto Parts","15496.993773760001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMW Ltd,LMW,"Industrial Machinery","15378.1785",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caplin Point Laboratories Ltd,CAPLIPOINT,"Pharmaceuticals","15328.51861536",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipping Corporation of India Ltd,SCI,"Logistics","15238.61461215",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyoti CNC Automation Ltd,JYOTICNC,"Industrial Machinery","15236.21031652",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEML Ltd,BEML,"Rail","15231.89232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Gemological Institute Ltd,IGIL,"Education Services","15224.98609008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBM Auto Ltd,JBMA,"Auto Parts","15220.77083104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat State Petronet Ltd,GSPL,"Gas Distribution","15140.61227496",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chennai Petroleum Corporation Ltd,CHENNPETRO,"Oil & Gas - Refining & Marketing","15072.811908",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niva Bupa Health Insurance Company Ltd,NIVABUPA,"Insurance","15061.069515920999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Gold BeES,GOLDBEES,"Gold","15032.12333826",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amara Raja Energy & Mobility Ltd,ARE&M,"Batteries","14910.16127826",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allied Blenders and Distillers Ltd,ABDL,"Alcoholic Beverages","14887.572786975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice International Ltd,CHOICEIN,"Investment Banking & Brokerage","14811.2956025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly Medicure Ltd,POLYMED,"Health Care Equipment & Supplies","14792.4039706",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jammu and Kashmir Bank Ltd,J&KBANK,"Private Banks","14792.184025479",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","14788.42663414",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventive Hospitality Ltd,VENTIVE,"Hotels, Resorts & Cruise Lines","14673.41923064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobha Ltd,SOBHA,"Real Estate","14666.92712532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cemindia Projects Ltd,CEMPRO,"Construction & Engineering","14628.571715520002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL Products (India) Ltd,CCL,"Tea & Coffee","14598.5398176",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Agarwal's Health Care Ltd,AGARWALEYE,"Hospitals & Diagnostic Centres","14570.54951436",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","14468.539613670002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPR Auto Technologies Ltd,SHRIPISTON,"Auto Parts","14456.271240320002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zen Technologies Ltd,ZENTEC,"Electronic Equipments","14426.773691720002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ksb Ltd,KSB,"Industrial Machinery","14406.9666316",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aether Industries Ltd,AETHER,"Specialty Chemicals","14405.55098645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devyani International Ltd,DEVYANI,"Restaurants & Cafes","14328.441766001999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kfin Technologies Ltd,KFINTECH,"Business Support Services","14293.390622935001",,,,,,"760",,,"0.6068771138669673",,"24.10244587429002",,"820","750","900",,,,,"740","1000","-0.0055040260931606","4.2794498353380295","4878500","16.37643129770991",,,"2960650"
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","14199.38778181",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usha Martin Ltd,USHAMART,"Iron & Steel","14169.8437405",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Real Estate Ltd,ABREL,"Textiles","14138.6470497",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Max Enviro Energy Solutions Ltd,CLEANMAX,"Renewable Energy","14110.382050479999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","14085.499574160001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT Foods Ltd,LTFOODS,"Packaged Foods","14025.54640816",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal SAW Ltd,JINDALSAW,"Building Products - Pipes","13998.333497676002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Holdings Ltd,JSWHL,"Asset Management","13997.3500056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Techno Electric & Engineering Company Ltd,TECHNOE,"Construction & Engineering","13987.34976498",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingersoll-Rand (India) Ltd,INGERRAND,"Industrial Machinery","13987.14944",,,,,,,,,,,,,,,,,,,,,,,,,,,,
eClerx Services Ltd,ECLERX,"Outsourced services","13970.356542320002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel Food Services Ltd,TRAVELFOOD,"Airports","13959.34209884",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinati Organics Ltd,VINATIORGA,"Specialty Chemicals","13781.309118079998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doms Industries Ltd,DOMS,"Stationery","13733.7704368",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Children's Medicare Ltd,RAINBOW,"Hospitals & Diagnostic Centres","13613.2596754",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Nifty Bank BeES,BANKBEES,"Equity","13611.38155525",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leela Palaces Hotels & Resorts Ltd,THELEELA,"Hotels, Resorts & Cruise Lines","13588.74605582",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engineers India Ltd,ENGINERSIN,"Construction & Engineering","13567.70288422",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun Living Ltd,WELSPUNLIV,"Textiles","13539.296735810001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jain Resource Recycling Ltd,JAINREC,"Metals - Diversified","13523.913050660001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aequs Ltd,AEQUS,"Aerospace & Defense Equipments","13502.437409565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aptus Value Housing Finance India Ltd,APTUS,"Home Financing","13474.987025760001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
V Guard Industries Ltd,VGUARD,"Electrical Components & Equipments","13455.74155188",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSW Dulux Ltd,JSWDULUX,"Paints","13335.114745480001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ircon International Ltd,IRCON,"Construction & Engineering","13268.79605992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG Electroplast Ltd,PGEL,"Electronic Equipments","13189.08545823",,,,,,"470",,,"0.5868414624216269",,"56.09703270521984",,"460","560","500",,,,,"440","470","0.0209493723501537","-11.39660683550528","11666950","92.7640872704442",,,"6846650"
Maharashtra Scooters Ltd,MAHSCOOTER,"Two Wheelers","13154.281768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOX India Ltd,INOXINDIA,"Industrial Machinery","13153.44642",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canara HSBC Life Insurance Company Ltd,CANHLIFE,"Insurance","13120.198816316999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five-Star Business Finance Ltd,FIVESTAR,"Consumer Finance","13107.25821959",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garware Hi-Tech Films Ltd,GRWRHITECH,"Commodity Chemicals","13092.15099082",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijaya Diagnostic Centre Ltd,VIJAYA,"Hospitals & Diagnostic Centres","13085.37689976",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal NASDAQ 100 ETF,MON100,"Equity","13055.298210660001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Forgings Ltd,HAPPYFORGE,"Heavy Machinery","13022.250627219999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alivus Life Sciences Ltd,ALIVUS,"Pharmaceuticals","13020.200643839999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azad Engineering Ltd,AZAD,"Renewable Energy Equipment & Services","12965.43072468",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","12941.94536315",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradeep Phosphates Ltd,PARADEEP,"Fertilizers & Agro Chemicals","12910.689506984",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEAT Ltd,CEATLTD,"Tires & Rubber","12812.16214008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvind Ltd,ARVIND,"Apparel & Accessories","12777.9967518",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirloskar Brothers Ltd,KIRLOSBROS,"Industrial Machinery","12751.485337080001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apollo Micro Systems Ltd,APOLLO,"Electronic Equipments","12745.0850448",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC Steel Ltd,NSLNISP,"Iron & Steel","12663.14787785",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Electricals Ltd,ATLANTAELE,"Electrical Components & Equipments","12651.032745",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tbo Tek Ltd,TBOTEK,"Tour & Travel Services","12593.03499726",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaily Engineering Plastics Ltd,SHAILY,"Industrial Machinery","12574.18089824",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEC International Ltd,KEC,"Construction & Engineering","12556.654",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaiprakash Power Ventures Ltd,JPPOWER,"Renewable Energy","12548.683112237",,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Cements Ltd,INDIACEM,"Cement","12403.635470025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Privi Speciality Chemicals Ltd,PRIVISCL,"Specialty Chemicals","12394.5966138",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indegene Ltd,INDGN,"Business Support Services","12372.69354144",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trident Ltd,TRIDENT,"Textiles","12366.982537889999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Birla Lifestyle Brands Ltd,ABLBL,"Retail - Apparel","12323.719035156",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM Financial Ltd,JMFINANCIL,"Investment Banking & Brokerage","12252.33194514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTI Asset Management Company Ltd,UTIAMC,"Asset Management","12183.309820475",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minda Corporation Ltd,MINDACORP,"Auto Parts","12177.57353514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiamart Intermesh Ltd,INDIAMART,"Online Services","12015.7034688",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tega Industries Ltd,TEGA,"Industrial Machinery","11859.658406280001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravita India Ltd,GRAVITA,"Metals - Lead","11764.67459209",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thangamayil Jewellery Ltd,THANGAMAYL,"Precious Metals, Jewellery & Watches","11751.49049968",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord Biotech Ltd,CONCORDBIO,"Pharmaceuticals","11675.1683664",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter Wagons Ltd,JWL,"Rail","11669.348471645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honasa Consumer Ltd,HONASA,"FMCG - Personal Products","11607.56740095",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Ingrevia Ltd,JUBLINGREA,"Specialty Chemicals","11599.263596205",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signatureglobal (India) Ltd,SIGNATURE,"Real Estate","11532.414963825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBL Chemical Ltd,PCBL,"Commodity Chemicals","11514.68310606",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Dart Express Ltd,BLUEDART,"Logistics","11483.1336593",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEG Ltd,HEG,"Electrical Components & Equipments","11444.53241665",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowfax Technologies Ltd,SHADOWFAX,"Logistics","11421.969742580999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home First Finance Company India Ltd,HOMEFIRST,"Home Financing","11272.11468471",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumax AutoTechnologies Ltd,LUMAXTECH,"Auto Parts","11244.6581709",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuvoco Vistas Corporation Ltd,NUVOCO,"Cement","11239.70413491",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI Nifty 50 ETF,SETFNIF50,"Equity","11236.228304982",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afcons Infrastructure Ltd,AFCONS,"Construction & Engineering","11232.14263074",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Power Ltd,RPOWER,"Power Generation","11220.346630758",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Energy Exchange Ltd,IEX,"Power Trading & Consultancy","11201.44413707","3750","122.1541638890464","126.1","-3.6261971986934505","0.58683584456781","150",,"0.4799999999999897","0.5130611116231911","1799.9999999999616","-11.024318506362029","65280000","119","115","125","-0.1329755515802027","-4.42516745360711","3.945836110953593","5497500","150","150","-0.0410430170889805","-5.15446350980626","48820500","-15.131681877444588",,"0.7400000000000091","25047900"
Sanofi Consumer Healthcare India Ltd,SANOFICONR,"Pharmaceuticals","11179.98514368",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can Fin Homes Ltd,CANFINHOME,"Home Financing","11164.97338125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prudent Corporate Advisory Services Ltd,PRUDENT,"Asset Management","11142.1235212",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zensar Technologies Ltd,ZENSARTECH,"IT Services & Consulting","11116.940456895",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Medi World Ltd,PARKHOSPS,"Hospitals & Diagnostic Centres","11066.500666544",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Nifty Bank ETF,BANKNIFTY1,"Equity","11053.95724732",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bls International Services Ltd,BLS,"Outsourced services","11048.83007712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","11045.30930514",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viyash Scientific Ltd,VIYASH,"Pharmaceuticals","10985.342960363001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamilnad Mercantile Bank Ltd,TMB,"Private Banks","10969.79697585",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astra Microwave Products Ltd,ASTRAMICRO,"Communication & Networking","10957.60337328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MedPlus Health Services Ltd,MEDPLUS,"Online Services","10929.90794148",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandur Manganese and Iron Ores Ltd,SANDUMA,"Mining - Diversified","10921.316856138",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elecon Engineering Company Ltd,ELECON,"Heavy Electrical Equipments","10911.44659625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlpool of India Ltd,WHIRLPOOL,"Home Electronics & Appliances","10860.228648",,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Indian Bank Ltd,SOUTHBANK,"Private Banks","10836.8304246",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nazara Technologies Ltd,NAZARA,"Theme Parks & Gaming","10782.38452352",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aavas Financiers Ltd,AAVAS,"Home Financing","10768.182154260001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","10746.01590144",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyds Enterprises Ltd,LLOYDSENT,"Iron & Steel","10744.528306143",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balrampur Chini Mills Ltd,BALRAMCHIN,"Sugar","10715.968340825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brainbees Solutions Ltd,FIRSTCRY,"Retail - Apparel","10714.925647922999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action Construction Equipment Ltd,ACE,"Heavy Machinery","10674.31551606",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIFL Capital Services Ltd,IIFLCAPS,"Diversified Financials","10644.83849034",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahanagar Gas Ltd,MGL,"Gas Distribution","10624.53780168",,"-20.643540003893204",,,,,,"-1075.6",,,,,,,,,,"20.643540003893204",,,,,,,,,,
Bombay Burmah Trading Corporation, Ltd,BBTC,"Tea & Coffee","10592.769858",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corona Remedies Ltd,CORONA,"Pharmaceuticals","10591.704039839999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strides Pharma Science Ltd,STAR,"Pharmaceuticals","10523.35875738",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirloskar Pneumatic Company Ltd,KIRLPNU,"Industrial Machinery","10511.5343058",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edelweiss Financial Services Ltd,EDELWEISS,"Diversified Financials","10506.5013483",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilaknagar Industries Ltd,TI,"Alcoholic Beverages","10450.382481",,,,,,,,,,,,,,,,,,,,,,,,,,,,
